0.107422,0.0144043,-1.03003,-0.00526593,-0.000917576,-0.00172721
0.11084,0.0102539,-1.03003,-0.00565833,-0.00245334,-0.00168559
0.110107,0.0124512,-1.02881,-0.00500269,-0.00291351,-0.00112569
0.113281,0.0131836,-1.02905,-0.00488214,-0.00284331,-0.00109856
0.109863,0.017334,-1.02808,-0.00424521,-0.00173621,-0.00211067
0.108154,0.0217285,-1.02783,-0.0051815,-0.000655795,-0.000501939
0.10498,0.0263672,-1.03003,-0.00557593,-0.00323644,-0.00204772
0.105713,0.0283203,-1.0293,-0.00284512,-0.00211988,-0.00147908
0.101562,0.0241699,-1.02563,-0.00485373,-0.0020688,0.00063372
0.104492,0.0187988,-1.02881,-0.00525606,-0.00253824,-0.001978
0.106689,0.0144043,-1.02417,-0.00253295,-0.00195778,-0.00141105
0.106201,0.012207,-1.0293,-0.00299121,-0.0024299,-0.00189634
0.110352,0.00854492,-1.02856,-0.00395771,-0.00185206,-0.000292773
0.110352,0.0126953,-1.02808,-0.00490093,-0.00284601,-0.0013243
0.108887,0.015625,-1.02979,-0.00426354,-0.00225814,-0.000773098
0.108643,0.017334,-1.03076,-0.00416081,-0.000645855,-0.00127376
0.109619,0.0209961,-1.0271,-0.00354126,-0.00114958,-0.00228165
0.105225,0.0253906,-1.02588,-0.00293664,-0.00164117,-0.00118809
0.106689,0.0246582,-1.021,-0.00338516,-0.00160163,-0.000120878
0.105469,0.0249023,-1.02661,-0.00226501,-0.000524451,-0.000637256
0.104248,0.0224609,-1.02563,-0.00324901,-0.000511814,-0.000102609
0.106934,0.0170898,-1.02637,-0.00265144,-0.000499481,-0.000619427
0.107666,0.0161133,-1.02539,-0.00310684,-0.00256461,-0.000604501
0.106201,0.0112305,-1.02637,-0.00407055,-0.000944939,-7.06445e-05
0.106201,0.00830078,-1.02515,-0.00293389,-0.00144146,-6.89421e-05
0.109375,0.0107422,-1.03003,-0.0023439,-0.000887435,-0.000586571
0.109375,0.0141602,-1.02979,-0.00176813,-0.00138534,-0.00109173
0.109131,0.0192871,-1.02563,-0.0027641,0.000205912,0.000492451
0.10791,0.0222168,-1.02856,-0.0026975,-0.00135692,-3.87062e-05
0.106201,0.0244141,-1.02344,-0.0026325,-0.000804934,-0.000557064
0.103271,0.0280762,-1.02246,-0.00204978,-0.00182412,-2.43504e-05
0.105225,0.0244141,-1.02539,-0.00200038,-0.00126087,-2.37636e-05
0.10376,0.0185547,-1.02368,-0.00143289,-0.000191909,0.0004961
0.105469,0.0168457,-1.02686,-0.00139836,-0.000187285,-3.51449e-05
0.110107,0.0107422,-1.02856,-0.000326087,-0.00122135,-0.00107288
0.109375,0.00976562,-1.02808,-0.00239539,-0.000153342,-0.00104703
0.11084,0.0117188,-1.02881,-0.00181838,-0.000149648,-0.0010218
0.109131,0.0136719,-1.02905,-0.00125527,-0.000146042,-0.000997175
0.106934,0.0214844,-1.0249,-0.00122503,-0.000142522,-0.00149244
0.107666,0.0258789,-1.02856,-0.00223409,-0.000658379,-0.00145647
0.108154,0.0195312,-1.02734,-0.00321884,-0.000123223,0.000136493
0.104004,0.0290527,-1.02124,-0.00210269,-0.00375529,-0.00194396
0.106201,0.0236816,-1.0271,-0.00153274,-0.00106835,0.000699337
0.104492,0.0144043,-1.02539,-0.00201509,-0.00208118,0.000163195
0.107178,0.0153809,-1.02783,-0.00196654,-0.000473163,0.000159262
0.107178,0.0129395,-1.02783,-0.00191915,-0.00253892,-0.00140245
0.108398,0.012207,-1.02783,-0.000315034,0.000637998,-0.000849362
0.113281,0.0131836,-1.02979,-0.00134602,-0.00145454,-0.00134819
0.108154,0.0131836,-1.02783,-0.00131359,-0.00141949,-0.000796409
0.108643,0.0178223,-1.0271,-0.000762647,-0.000865994,-0.000257928
0.109619,0.0239258,-1.02979,-0.00126356,0.00123204,0.000786868
0.102539,0.0263672,-1.02441,-0.00123311,-0.000355523,-0.000270674
0.102051,0.0327148,-1.0271,-0.00172269,-0.00138554,-0.000783443
0.108154,0.0183105,-1.02783,-0.000123308,0.00228288,-0.000245274
0.104492,0.0144043,-1.02441,-0.000639628,-0.00088787,-0.000239364
0.106934,0.0144043,-1.02734,-0.00218209,0.000172107,0.000285694
0.112061,0.010498,-1.02539,-0.00109093,0.00120654,-0.000240481
0.109375,0.00927734,-1.03076,-0.000545347,-0.000899696,0.000284605
0.110107,0.0153809,-1.02783,-0.0010515,-0.00243589,-0.000760834
0.11084,0.0146484,-1.02832,-0.00102616,-0.00081932,-0.000742501
0.108398,0.0217285,-1.02686,-0.00204001,0.000758295,0.000833263
0.106689,0.0239258,-1.02856,-0.000432986,-0.00185643,0.000293894
0.105713,0.0246582,-1.02441,-0.00146113,-0.000253825,-0.00230964
0.108154,0.0241699,-1.02271,-0.000906635,-0.00232487,-0.000696115
0.102295,0.0192871,-1.02271,-0.00244266,0.000327603,-0.00119863
0.106445,0.0180664,-1.02246,-0.00134522,-0.000199582,-0.000650459
0.108643,0.0114746,-1.02759,-0.000793514,-0.000194773,-0.000115494
0.109131,0.00976562,-1.02563,-0.00181297,-0.00019008,-0.000632002
0.111084,0.00927734,-1.02832,-0.000211416,-0.00070479,0.000421808
0.109863,0.013916,-1.03198,-0.0012449,-0.000687808,-0.00166552
0.108643,0.0180664,-1.02661,-0.000695615,-0.000151943,-6.75134e-05
0.108643,0.0229492,-1.02588,-0.000678853,-0.00170615,-0.000585177
0.105713,0.0234375,-1.02759,-0.000143204,-0.00114575,-0.00109037
0.106201,0.0246582,-1.02271,0.000379538,-0.000598853,-0.00158338
0.104248,0.0246582,-1.02734,-0.000148898,-0.000584423,0.00157051
0.105469,0.0209961,-1.02417,-0.00118389,0.000468242,0.00101338
0.107178,0.0166016,-1.02612,-0.000636073,-0.00110091,-4.96204e-05
0.106445,0.0131836,-1.02734,-0.000620746,0.000483488,-0.000567715
0.108398,0.00952148,-1.02637,-8.64975e-05,0.000991127,-0.000554035
0.11084,0.012207,-1.03027,-0.00112299,0.000447955,-0.000540685
0.109619,0.0129395,-1.0271,-0.000576644,-8.21305e-05,-0.000527657
0.10791,0.0180664,-1.02881,-0.00160133,-0.000599442,-0.00103423
0.106934,0.0256348,-1.0271,-0.000524162,-0.00162358,2.92696e-05
0.105713,0.0273438,-1.02637,0.00052705,-0.000545875,0.000547855
0.105713,0.0263672,-1.02588,-0.00104352,-0.00260988,1.53626e-05
